"respID","obsID","alt","choice","price","fuelEconomy","accelTime","powertrain"
66,660,2,0,20,30,8,"gas"
66,660,3,1,20,20,6,"gas"
67,661,1,0,25,30,8,"gas"
67,661,2,1,15,30,7,"elec"
67,661,3,0,25,25,8,"elec"
67,662,1,0,25,30,7,"gas"
67,662,2,1,20,20,7,"elec"
67,662,3,0,25,20,8,"elec"
67,663,1,0,25,30,7,"gas"
67,663,2,0,25,20,6,"gas"
67,663,3,1,20,25,7,"gas"
67,664,1,0,20,25,7,"elec"
67,664,2,1,15,30,7,"elec"
67,664,3,0,25,30,6,"gas"
67,665,1,1,15,25,6,"gas"
67,665,2,0,15,25,8,"gas"
67,665,3,0,25,20,6,"gas"
67,666,1,0,25,25,6,"gas"
67,666,2,0,15,20,6,"elec"
67,666,3,1,15,20,7,"gas"
67,667,1,0,20,30,8,"elec"
67,667,2,1,20,25,7,"gas"
67,667,3,0,25,20,7,"elec"
67,668,1,0,15,25,7,"elec"
67,668,2,1,15,30,7,"gas"
67,668,3,0,25,20,8,"gas"
67,669,1,1,15,20,6,"elec"
67,669,2,0,25,30,6,"elec"
67,669,3,0,25,25,8,"gas"
67,670,1,0,25,25,8,"elec"
67,670,2,1,15,25,7,"gas"
67,670,3,0,25,20,6,"elec"
68,671,1,0,20,25,7,"elec"
68,671,2,1,20,30,7,"gas"
68,671,3,0,25,25,6,"elec"
68,672,1,0,20,20,7,"gas"
68,672,2,1,15,30,6,"gas"
68,672,3,0,25,30,6,"elec"
68,673,1,0,20,30,8,"gas"
68,673,2,1,15,20,8,"gas"
68,673,3,0,25,25,6,"gas"
68,674,1,0,25,20,7,"elec"
68,674,2,0,15,30,6,"elec"
68,674,3,1,15,20,7,"gas"
68,675,1,0,25,20,8,"elec"
68,675,2,1,20,25,7,"gas"
68,675,3,0,20,20,8,"elec"
68,676,1,0,25,25,8,"gas"
68,676,2,0,20,25,7,"gas"
68,676,3,1,15,30,7,"gas"
68,677,1,1,15,20,6,"gas"
68,677,2,0,20,25,7,"gas"
68,677,3,0,20,20,6,"elec"
68,678,1,0,25,25,8,"elec"
68,678,2,1,15,20,7,"gas"
68,678,3,0,25,30,8,"elec"
68,679,1,0,25,30,7,"elec"
68,679,2,1,15,20,8,"gas"
68,679,3,0,25,30,6,"gas"
68,680,1,0,25,20,7,"elec"
68,680,2,1,25,30,7,"elec"
68,680,3,0,25,25,8,"elec"
69,681,1,1,15,20,7,"elec"
69,681,2,0,20,20,7,"gas"
69,681,3,0,25,25,8,"elec"
69,682,1,1,15,30,8,"gas"
69,682,2,0,20,20,7,"gas"
69,682,3,0,15,25,7,"gas"
69,683,1,0,20,20,7,"gas"
69,683,2,1,15,30,7,"gas"
69,683,3,0,25,25,6,"elec"
69,684,1,0,15,20,8,"elec"
69,684,2,0,25,20,6,"gas"
69,684,3,1,20,25,6,"gas"
69,685,1,0,20,25,8,"elec"
69,685,2,0,20,30,6,"elec"
69,685,3,1,15,20,7,"elec"
69,686,1,0,20,25,6,"elec"
69,686,2,1,15,25,8,"gas"
69,686,3,0,25,25,7,"elec"
69,687,1,0,20,20,7,"gas"
69,687,2,1,20,30,7,"gas"
69,687,3,0,15,20,6,"elec"
69,688,1,1,15,20,8,"elec"
69,688,2,0,20,20,6,"elec"
69,688,3,0,25,25,6,"gas"
69,689,1,1,25,25,8,"gas"
69,689,2,0,25,25,6,"elec"
69,689,3,0,25,30,8,"gas"
69,690,1,1,15,30,7,"gas"
69,690,2,0,25,25,7,"gas"
69,690,3,0,20,30,7,"gas"
70,691,1,1,15,25,7,"gas"
70,691,2,0,15,25,8,"elec"
70,691,3,0,25,20,6,"elec"
70,692,1,1,15,20,7,"elec"
70,692,2,0,25,20,8,"elec"
70,692,3,0,25,25,8,"elec"
70,693,1,0,25,20,7,"gas"
70,693,2,1,20,25,6,"gas"
70,693,3,0,20,25,8,"gas"
70,694,1,0,25,25,6,"gas"
70,694,2,0,25,20,8,"elec"
70,694,3,1,15,25,7,"elec"
70,695,1,0,15,30,7,"elec"
70,695,2,1,15,20,7,"gas"
70,695,3,0,15,25,6,"elec"
70,696,1,0,25,20,8,"gas"
70,696,2,1,20,20,6,"gas"
70,696,3,0,20,20,7,"elec"
70,697,1,0,20,30,6,"elec"
70,697,2,1,15,25,8,"elec"
70,697,3,0,25,25,6,"gas"
70,698,1,0,20,30,6,"gas"
70,698,2,1,15,20,8,"gas"
70,698,3,0,25,25,7,"elec"
70,699,1,0,20,25,6,"elec"
70,699,2,1,20,25,8,"gas"
70,699,3,0,20,20,7,"elec"
70,700,1,0,25,30,8,"gas"
70,700,2,1,20,20,6,"gas"
70,700,3,0,20,25,8,"elec"
71,701,1,0,25,20,8,"elec"
71,701,2,0,20,25,7,"elec"
71,701,3,1,15,30,8,"gas"
71,702,1,0,15,25,7,"elec"
71,702,2,1,20,20,7,"gas"
71,702,3,0,25,30,6,"elec"
71,703,1,0,25,25,7,"elec"
71,703,2,0,15,20,6,"gas"
71,703,3,1,15,30,6,"gas"
71,704,1,0,25,25,6,"gas"
71,704,2,1,15,25,6,"elec"
71,704,3,0,20,20,7,"elec"
71,705,1,1,15,25,8,"gas"
71,705,2,0,15,20,8,"elec"
71,705,3,0,15,30,7,"gas"
71,706,1,1,15,25,6,"elec"
71,706,2,0,25,30,6,"elec"
71,706,3,0,25,20,8,"gas"
71,707,1,0,25,25,8,"gas"
71,707,2,1,15,30,7,"elec"
71,707,3,0,25,30,8,"gas"
71,708,1,1,15,20,6,"gas"
71,708,2,0,25,20,7,"elec"
71,708,3,0,25,25,6,"gas"
71,709,1,0,25,20,8,"elec"
71,709,2,0,25,25,7,"gas"
71,709,3,1,20,30,6,"gas"
71,710,1,1,20,20,8,"elec"
71,710,2,0,25,25,8,"gas"
71,710,3,0,25,25,6,"elec"
72,711,1,0,15,30,6,"elec"
72,711,2,0,25,30,6,"elec"
72,711,3,1,15,20,6,"gas"
72,712,1,1,25,30,8,"gas"
72,712,2,0,25,20,6,"elec"
72,712,3,0,20,30,8,"elec"
72,713,1,0,25,25,6,"gas"
72,713,2,0,25,25,7,"gas"
72,713,3,1,20,25,7,"elec"
72,714,1,0,20,20,8,"gas"
72,714,2,0,20,25,6,"gas"
72,714,3,1,15,30,6,"gas"
72,715,1,0,15,25,6,"elec"
72,715,2,1,25,25,7,"gas"
72,715,3,0,20,25,7,"elec"
72,716,1,1,15,30,8,"gas"
72,716,2,0,20,25,8,"gas"
72,716,3,0,25,25,6,"elec"
72,717,1,0,25,30,8,"gas"
72,717,2,1,15,25,8,"elec"
72,717,3,0,20,20,7,"gas"
72,718,1,0,20,25,8,"elec"
72,718,2,1,15,20,6,"gas"
72,718,3,0,15,25,6,"elec"
72,719,1,0,25,25,7,"elec"
72,719,2,0,25,25,6,"elec"
72,719,3,1,20,30,6,"gas"
72,720,1,1,15,30,7,"gas"
72,720,2,0,25,25,8,"gas"
72,720,3,0,20,25,8,"elec"
73,721,1,0,25,30,8,"elec"
73,721,2,0,15,20,8,"elec"
73,721,3,1,15,20,8,"gas"
73,722,1,0,20,25,7,"gas"
73,722,2,1,15,25,6,"gas"
73,722,3,0,25,30,7,"gas"
73,723,1,0,15,30,8,"elec"
73,723,2,1,15,25,6,"elec"
73,723,3,0,20,25,7,"elec"
73,724,1,0,25,25,8,"elec"
73,724,2,1,20,30,7,"gas"
73,724,3,0,25,25,7,"elec"
73,725,1,1,15,20,6,"gas"
73,725,2,0,20,30,7,"gas"
73,725,3,0,20,20,6,"gas"
73,726,1,1,15,30,7,"elec"
73,726,2,0,15,20,7,"elec"
73,726,3,0,25,20,8,"gas"
73,727,1,0,25,20,8,"elec"
73,727,2,0,20,30,7,"elec"
73,727,3,1,25,30,7,"gas"
73,728,1,0,20,25,8,"elec"
73,728,2,1,15,30,8,"gas"
73,728,3,0,15,30,8,"elec"
73,729,1,0,15,20,7,"elec"
73,729,2,1,15,20,7,"gas"
73,729,3,0,25,20,7,"gas"
73,730,1,0,20,20,8,"elec"
73,730,2,0,25,20,6,"elec"
73,730,3,1,15,20,8,"elec"
74,731,1,0,25,25,6,"elec"
74,731,2,1,15,20,6,"elec"
74,731,3,0,25,25,7,"gas"
74,732,1,0,20,30,7,"elec"
74,732,2,0,20,25,7,"gas"
74,732,3,1,15,20,8,"gas"
74,733,1,0,15,25,8,"gas"
74,733,2,0,25,20,6,"gas"
74,733,3,1,15,25,7,"elec"
74,734,1,0,25,25,7,"gas"
74,734,2,0,15,30,8,"elec"
74,734,3,1,15,30,6,"elec"
74,735,1,0,25,20,6,"elec"
74,735,2,1,20,30,6,"elec"
74,735,3,0,25,25,7,"elec"
74,736,1,1,20,30,8,"gas"
74,736,2,0,20,30,6,"elec"
74,736,3,0,20,25,6,"elec"
74,737,1,1,15,20,8,"gas"
74,737,2,0,25,25,7,"elec"
74,737,3,0,25,20,8,"gas"
74,738,1,1,15,30,6,"gas"
74,738,2,0,25,25,7,"gas"
74,738,3,0,15,20,7,"elec"
74,739,1,1,15,20,6,"gas"
74,739,2,0,25,30,6,"gas"
74,739,3,0,20,20,7,"elec"
74,740,1,0,20,25,8,"gas"
74,740,2,0,20,20,8,"elec"
74,740,3,1,15,25,7,"gas"
75,741,1,0,25,30,6,"elec"
75,741,2,0,20,25,8,"gas"
75,741,3,1,20,25,6,"gas"
75,742,1,0,25,20,7,"elec"
75,742,2,1,20,25,7,"gas"
75,742,3,0,25,25,6,"gas"
75,743,1,0,25,20,7,"gas"
75,743,2,1,25,25,8,"gas"
75,743,3,0,20,25,8,"elec"
75,744,1,1,20,25,6,"elec"
75,744,2,0,25,20,8,"gas"
75,744,3,0,25,25,8,"gas"
75,745,1,0,20,20,8,"elec"
75,745,2,1,20,25,8,"elec"
75,745,3,0,25,20,7,"gas"
75,746,1,0,15,20,6,"elec"
75,746,2,0,15,25,6,"gas"
75,746,3,1,15,20,8,"gas"
75,747,1,1,15,30,6,"elec"
75,747,2,0,25,20,6,"gas"
75,747,3,0,20,30,6,"gas"
75,748,1,0,25,30,8,"gas"
75,748,2,0,15,20,6,"gas"
75,748,3,1,15,30,8,"gas"
75,749,1,0,25,20,8,"gas"
75,749,2,1,20,25,7,"gas"
75,749,3,0,25,30,8,"gas"
75,750,1,0,15,25,8,"elec"
75,750,2,1,20,20,7,"gas"
75,750,3,0,20,20,7,"elec"
76,751,1,0,25,30,6,"gas"
76,751,2,1,15,25,7,"gas"
76,751,3,0,15,20,6,"elec"
76,752,1,0,20,20,6,"elec"
76,752,2,1,25,25,7,"gas"
76,752,3,0,25,20,7,"gas"
76,753,1,0,15,30,6,"gas"
76,753,2,1,15,20,7,"gas"
76,753,3,0,20,25,8,"elec"
76,754,1,0,25,30,7,"elec"
76,754,2,1,15,20,7,"gas"
76,754,3,0,20,25,6,"gas"
76,755,1,0,20,25,8,"elec"
76,755,2,1,20,25,8,"gas"
76,755,3,0,25,30,7,"gas"
76,756,1,0,25,20,8,"elec"
76,756,2,0,15,20,6,"elec"
76,756,3,1,15,25,7,"gas"
76,757,1,0,25,30,6,"elec"
76,757,2,0,20,20,6,"elec"
76,757,3,1,15,20,6,"gas"
76,758,1,0,25,30,8,"gas"
76,758,2,0,20,20,7,"gas"
76,758,3,1,15,20,8,"gas"
76,759,1,0,25,25,6,"elec"
76,759,2,1,20,25,7,"elec"
76,759,3,0,25,30,6,"elec"
76,760,1,0,20,20,8,"elec"
76,760,2,1,15,25,7,"elec"
76,760,3,0,25,25,8,"gas"
77,761,1,0,25,30,7,"elec"
77,761,2,1,15,20,8,"gas"
77,761,3,0,20,30,8,"gas"
77,762,1,1,15,30,6,"elec"
77,762,2,0,25,25,7,"gas"
77,762,3,0,25,25,8,"elec"
77,763,1,1,15,20,7,"gas"
77,763,2,0,20,20,7,"elec"
77,763,3,0,20,25,7,"gas"
77,764,1,0,20,20,7,"gas"
77,764,2,0,20,25,7,"elec"
77,764,3,1,20,20,6,"gas"
77,765,1,1,15,20,8,"gas"
77,765,2,0,25,20,7,"elec"
77,765,3,0,25,20,6,"elec"
77,766,1,1,15,30,8,"gas"
77,766,2,0,25,20,7,"gas"
77,766,3,0,25,20,8,"elec"
77,767,1,1,15,30,8,"gas"
77,767,2,0,15,25,7,"elec"
77,767,3,0,25,25,8,"elec"
77,768,1,0,25,25,6,"elec"
77,768,2,0,20,20,6,"elec"
77,768,3,1,15,20,8,"gas"
77,769,1,1,20,25,6,"gas"
77,769,2,0,15,20,6,"elec"
77,769,3,0,25,30,7,"elec"
77,770,1,0,25,20,8,"gas"
77,770,2,0,25,20,8,"elec"
77,770,3,1,15,20,7,"elec"
78,771,1,0,20,25,6,"gas"
78,771,2,0,25,25,7,"gas"
78,771,3,1,20,25,8,"gas"
78,772,1,0,25,20,6,"gas"
78,772,2,0,25,25,7,"gas"
78,772,3,1,15,20,6,"gas"
78,773,1,1,15,30,8,"elec"
78,773,2,0,25,25,8,"gas"
78,773,3,0,20,30,8,"gas"
78,774,1,0,25,30,7,"elec"
78,774,2,1,25,30,6,"gas"
78,774,3,0,25,25,6,"elec"
78,775,1,1,25,30,7,"elec"
78,775,2,0,25,20,7,"elec"
78,775,3,0,20,20,8,"elec"
78,776,1,0,25,30,6,"gas"
78,776,2,0,20,20,7,"gas"
78,776,3,1,15,30,6,"gas"
78,777,1,1,15,30,7,"elec"
78,777,2,0,25,25,6,"gas"
78,777,3,0,25,30,6,"elec"
78,778,1,0,25,25,6,"gas"
78,778,2,0,15,25,8,"elec"
78,778,3,1,15,25,7,"gas"
78,779,1,0,15,30,6,"elec"
78,779,2,0,20,20,7,"gas"
78,779,3,1,15,30,7,"gas"
78,780,1,0,20,25,7,"elec"
78,780,2,1,15,25,6,"elec"
78,780,3,0,15,20,6,"elec"
79,781,1,0,25,25,7,"gas"
79,781,2,1,15,25,8,"gas"
79,781,3,0,20,25,7,"elec"
79,782,1,0,25,25,8,"elec"
79,782,2,1,20,20,7,"elec"
79,782,3,0,25,20,7,"elec"
79,783,1,0,25,30,6,"elec"
79,783,2,1,15,25,8,"elec"
79,783,3,0,15,30,7,"elec"
79,784,1,0,25,25,7,"gas"
79,784,2,1,15,20,8,"gas"
79,784,3,0,20,25,6,"elec"
79,785,1,0,20,20,7,"elec"
79,785,2,1,15,20,6,"elec"
79,785,3,0,20,25,6,"elec"
79,786,1,1,25,20,6,"gas"
79,786,2,0,20,25,6,"elec"
79,786,3,0,25,20,6,"elec"
79,787,1,0,25,20,6,"gas"
79,787,2,1,15,25,8,"gas"
79,787,3,0,25,20,7,"elec"
79,788,1,1,15,30,8,"gas"
79,788,2,0,20,30,7,"elec"
79,788,3,0,15,25,6,"elec"
79,789,1,1,20,30,8,"gas"
79,789,2,0,25,20,6,"elec"
79,789,3,0,20,30,7,"elec"
79,790,1,1,20,20,7,"gas"
79,790,2,0,15,20,7,"elec"
79,790,3,0,25,30,7,"elec"
80,791,1,0,20,25,6,"gas"
80,791,2,0,15,25,8,"elec"
80,791,3,1,15,20,6,"gas"
80,792,1,0,20,30,8,"gas"
80,792,2,1,15,25,6,"elec"
80,792,3,0,15,30,8,"elec"
80,793,1,0,20,30,6,"elec"
80,793,2,1,20,25,8,"gas"
80,793,3,0,25,20,8,"elec"
80,794,1,0,25,25,7,"elec"
80,794,2,0,25,30,6,"gas"
80,794,3,1,15,30,6,"gas"
80,795,1,1,15,30,7,"gas"
80,795,2,0,20,30,6,"gas"
80,795,3,0,25,30,6,"elec"
80,796,1,1,15,30,8,"elec"
80,796,2,0,20,20,6,"elec"
80,796,3,0,25,25,8,"gas"
80,797,1,0,25,20,7,"elec"
80,797,2,0,25,25,7,"elec"
80,797,3,1,20,20,6,"elec"
80,798,1,1,20,30,7,"elec"
80,798,2,0,25,20,8,"elec"
80,798,3,0,20,20,6,"elec"
80,799,1,0,20,30,8,"gas"
80,799,2,1,15,20,7,"gas"
80,799,3,0,25,30,6,"elec"
80,800,1,0,25,30,6,"elec"
80,800,2,0,20,25,8,"elec"
80,800,3,1,20,30,6,"elec"
81,801,1,0,20,30,8,"gas"
81,801,2,0,15,20,6,"elec"
81,801,3,1,15,25,7,"elec"
81,802,1,0,15,30,7,"gas"
81,802,2,0,15,20,8,"gas"
81,802,3,1,15,20,7,"gas"
81,803,1,0,15,20,7,"elec"
81,803,2,0,25,30,6,"elec"
81,803,3,1,20,20,8,"gas"
81,804,1,0,25,25,7,"gas"
81,804,2,0,20,20,8,"elec"
81,804,3,1,15,25,6,"gas"
81,805,1,0,25,20,8,"elec"
81,805,2,0,25,25,7,"elec"
81,805,3,1,25,20,6,"elec"
81,806,1,0,25,25,6,"elec"
81,806,2,1,15,25,7,"gas"
81,806,3,0,25,30,7,"gas"
81,807,1,1,15,30,8,"gas"
81,807,2,0,25,25,8,"elec"
81,807,3,0,20,30,7,"gas"
81,808,1,1,15,20,6,"gas"
81,808,2,0,25,20,6,"gas"
81,808,3,0,25,30,6,"gas"
81,809,1,0,25,25,7,"elec"
81,809,2,0,20,20,8,"elec"
81,809,3,1,15,25,7,"elec"
81,810,1,1,15,25,6,"gas"
81,810,2,0,20,25,8,"elec"
81,810,3,0,20,20,7,"elec"
82,811,1,0,25,30,8,"elec"
82,811,2,0,25,25,6,"gas"
82,811,3,1,20,25,7,"elec"
82,812,1,1,15,30,8,"gas"
82,812,2,0,25,20,7,"gas"
82,812,3,0,20,20,6,"gas"
82,813,1,0,25,20,7,"elec"
82,813,2,0,25,25,7,"elec"
82,813,3,1,20,20,6,"gas"
82,814,1,1,15,30,8,"gas"
82,814,2,0,25,30,7,"gas"
82,814,3,0,25,30,6,"gas"
82,815,1,1,20,30,8,"elec"
82,815,2,0,25,30,6,"elec"
82,815,3,0,25,20,8,"elec"
82,816,1,0,15,30,8,"elec"
82,816,2,0,15,20,6,"gas"
82,816,3,1,15,30,6,"gas"
82,817,1,1,15,25,6,"gas"
82,817,2,0,15,25,8,"gas"
82,817,3,0,25,30,7,"gas"
82,818,1,0,25,20,7,"elec"
82,818,2,1,15,30,8,"gas"
82,818,3,0,20,25,8,"gas"
82,819,1,0,20,30,8,"gas"
82,819,2,1,15,30,6,"gas"
82,819,3,0,15,25,6,"gas"
82,820,1,1,20,20,6,"gas"
82,820,2,0,20,30,6,"elec"
82,820,3,0,25,30,8,"gas"
83,821,1,0,15,25,8,"elec"
83,821,2,1,15,20,8,"gas"
83,821,3,0,25,30,8,"elec"
83,822,1,0,25,25,7,"elec"
83,822,2,0,20,20,8,"elec"
83,822,3,1,20,30,8,"gas"
83,823,1,0,25,30,8,"elec"
83,823,2,0,25,20,8,"elec"
83,823,3,1,20,25,7,"elec"
83,824,1,0,20,20,7,"elec"
83,824,2,0,25,25,6,"elec"
83,824,3,1,15,30,6,"elec"
83,825,1,0,25,20,6,"elec"
83,825,2,1,15,25,6,"gas"
83,825,3,0,20,25,7,"gas"
83,826,1,0,20,25,7,"elec"
83,826,2,0,20,30,7,"elec"
83,826,3,1,15,30,7,"gas"
83,827,1,0,25,20,6,"elec"
83,827,2,1,20,30,7,"gas"
83,827,3,0,25,20,8,"gas"
83,828,1,1,15,30,6,"gas"
83,828,2,0,25,20,7,"elec"
83,828,3,0,15,20,6,"elec"
83,829,1,1,15,30,6,"elec"
83,829,2,0,15,25,8,"elec"
83,829,3,0,25,25,8,"gas"
83,830,1,0,15,25,7,"elec"
83,830,2,1,15,25,6,"gas"
83,830,3,0,20,25,6,"elec"
84,831,1,0,25,30,6,"elec"
84,831,2,0,20,30,8,"elec"
84,831,3,1,15,20,8,"elec"
84,832,1,0,15,30,6,"elec"
84,832,2,0,25,20,8,"elec"
84,832,3,1,15,20,7,"gas"
84,833,1,0,15,25,8,"elec"
84,833,2,0,25,30,7,"elec"
84,833,3,1,15,30,6,"gas"
84,834,1,0,25,25,7,"gas"
84,834,2,0,20,30,7,"elec"
84,834,3,1,20,20,7,"gas"
84,835,1,1,15,25,7,"gas"
84,835,2,0,20,20,6,"elec"
84,835,3,0,25,25,8,"gas"
84,836,1,0,25,20,8,"elec"
84,836,2,1,15,20,8,"gas"
84,836,3,0,20,20,8,"elec"
84,837,1,1,15,20,8,"elec"
84,837,2,0,25,25,8,"gas"
84,837,3,0,25,30,8,"gas"
84,838,1,0,25,20,8,"elec"
84,838,2,0,20,20,6,"elec"
84,838,3,1,20,25,7,"gas"
84,839,1,0,25,25,6,"elec"
84,839,2,0,25,20,6,"elec"
84,839,3,1,25,30,6,"gas"
84,840,1,0,15,30,8,"elec"
84,840,2,0,25,30,6,"elec"
84,840,3,1,15,30,8,"gas"
85,841,1,0,25,25,6,"elec"
85,841,2,0,25,20,6,"elec"
85,841,3,1,20,25,8,"gas"
85,842,1,0,25,20,6,"gas"
85,842,2,1,15,25,6,"elec"
85,842,3,0,20,20,7,"elec"
85,843,1,0,25,25,7,"gas"
85,843,2,1,15,25,7,"gas"
85,843,3,0,20,25,7,"gas"
85,844,1,0,20,20,6,"gas"
85,844,2,0,25,30,7,"gas"
85,844,3,1,15,20,7,"gas"
85,845,1,1,25,30,8,"gas"
85,845,2,0,25,25,7,"elec"
85,845,3,0,20,25,6,"elec"
85,846,1,0,25,20,7,"gas"
85,846,2,1,15,25,7,"elec"
85,846,3,0,20,20,8,"elec"
85,847,1,1,15,30,8,"elec"
85,847,2,0,25,20,8,"gas"
85,847,3,0,25,25,8,"gas"
85,848,1,0,25,30,6,"elec"
85,848,2,1,15,25,7,"elec"
85,848,3,0,20,30,6,"gas"
85,849,1,1,15,25,7,"elec"
85,849,2,0,25,30,8,"elec"
85,849,3,0,15,30,6,"elec"
85,850,1,1,25,30,8,"gas"
85,850,2,0,25,30,8,"elec"
85,850,3,0,15,25,8,"elec"
86,851,1,1,15,30,6,"gas"
86,851,2,0,20,30,7,"elec"
86,851,3,0,15,25,7,"gas"
86,852,1,1,15,30,6,"elec"
86,852,2,0,25,30,7,"elec"
86,852,3,0,25,20,8,"gas"
86,853,1,0,20,20,8,"gas"
86,853,2,1,20,20,6,"gas"
86,853,3,0,15,30,6,"elec"
86,854,1,0,20,20,6,"elec"
86,854,2,1,15,25,7,"gas"
86,854,3,0,20,25,7,"elec"
86,855,1,1,20,30,7,"gas"
86,855,2,0,20,20,8,"elec"
86,855,3,0,25,20,7,"elec"
86,856,1,0,20,25,8,"gas"
86,856,2,1,15,30,6,"elec"
86,856,3,0,20,30,8,"elec"
86,857,1,0,25,25,8,"elec"
86,857,2,1,15,30,8,"elec"
86,857,3,0,20,25,7,"elec"
86,858,1,1,15,20,8,"gas"
86,858,2,0,15,25,6,"elec"
86,858,3,0,25,25,6,"elec"
86,859,1,0,15,25,7,"elec"
86,859,2,0,20,30,8,"elec"
86,859,3,1,15,25,6,"gas"
86,860,1,0,20,20,7,"elec"
86,860,2,1,25,30,7,"gas"
86,860,3,0,15,25,7,"elec"
87,861,1,1,20,30,7,"gas"
87,861,2,0,15,25,7,"gas"
87,861,3,0,20,25,8,"gas"
87,862,1,1,15,30,7,"elec"
87,862,2,0,20,20,8,"gas"
87,862,3,0,25,25,7,"gas"
87,863,1,1,20,25,6,"gas"
87,863,2,0,25,25,7,"elec"
87,863,3,0,20,30,7,"elec"
87,864,1,0,20,25,7,"elec"
87,864,2,1,15,20,6,"gas"
87,864,3,0,25,30,8,"gas"
87,865,1,1,20,25,6,"gas"
87,865,2,0,15,20,8,"elec"
87,865,3,0,25,25,7,"gas"
87,866,1,0,20,30,6,"elec"
87,866,2,1,15,25,6,"gas"
87,866,3,0,15,20,7,"gas"
87,867,1,0,25,25,8,"elec"
87,867,2,0,25,30,8,"elec"
87,867,3,1,20,20,7,"elec"
87,868,1,1,25,30,7,"gas"
87,868,2,0,20,30,7,"elec"
87,868,3,0,25,25,8,"gas"
87,869,1,0,15,20,6,"elec"
87,869,2,1,20,30,6,"gas"
87,869,3,0,25,25,7,"gas"
87,870,1,1,15,30,7,"elec"
87,870,2,0,20,25,8,"gas"
87,870,3,0,25,30,8,"elec"
88,871,1,0,20,30,8,"gas"
88,871,2,1,15,20,6,"elec"
88,871,3,0,25,30,6,"elec"
88,872,1,0,25,30,7,"gas"
88,872,2,1,15,25,7,"gas"
88,872,3,0,25,30,6,"elec"
88,873,1,1,15,25,7,"gas"
88,873,2,0,15,25,6,"elec"
88,873,3,0,25,20,8,"gas"
88,874,1,1,15,30,8,"gas"
88,874,2,0,20,20,6,"elec"
88,874,3,0,20,25,8,"elec"
88,875,1,0,15,20,6,"gas"
88,875,2,0,25,30,6,"gas"
88,875,3,1,15,30,8,"gas"
88,876,1,0,20,20,8,"elec"
88,876,2,0,25,25,7,"elec"
88,876,3,1,15,20,7,"gas"
88,877,1,0,15,20,8,"elec"
88,877,2,1,20,25,6,"gas"
88,877,3,0,20,20,6,"gas"
88,878,1,0,20,30,8,"elec"
88,878,2,1,20,30,7,"gas"
88,878,3,0,20,20,8,"elec"
88,879,1,1,15,30,7,"gas"
88,879,2,0,25,20,7,"elec"
88,879,3,0,20,20,8,"gas"
88,880,1,1,20,20,6,"gas"
88,880,2,0,25,30,8,"elec"
88,880,3,0,25,25,6,"elec"
89,881,1,0,25,30,8,"elec"
89,881,2,0,25,30,8,"gas"
89,881,3,1,20,20,7,"gas"
89,882,1,1,25,30,7,"gas"
89,882,2,0,25,30,8,"elec"
89,882,3,0,25,20,8,"elec"
89,883,1,0,25,20,7,"elec"
89,883,2,1,15,20,8,"gas"
89,883,3,0,15,20,6,"gas"
89,884,1,0,20,20,7,"elec"
89,884,2,1,15,30,7,"gas"
89,884,3,0,25,20,7,"gas"
89,885,1,0,25,20,7,"gas"
89,885,2,1,15,30,8,"elec"
89,885,3,0,25,20,7,"elec"
89,886,1,0,25,30,8,"elec"
89,886,2,0,25,20,7,"gas"
89,886,3,1,15,30,7,"elec"
89,887,1,1,15,30,8,"elec"
89,887,2,0,15,20,7,"elec"
89,887,3,0,20,25,7,"gas"
89,888,1,0,25,30,7,"gas"
89,888,2,0,20,20,7,"elec"
89,888,3,1,20,30,8,"elec"
89,889,1,1,15,20,6,"elec"
89,889,2,0,25,25,6,"elec"
89,889,3,0,25,20,8,"elec"
89,890,1,1,20,30,6,"elec"
89,890,2,0,25,25,7,"gas"
89,890,3,0,20,25,8,"elec"
90,891,1,1,25,25,7,"gas"
90,891,2,0,25,25,6,"elec"
90,891,3,0,20,20,7,"elec"
90,892,1,1,15,20,7,"elec"
90,892,2,0,25,20,6,"gas"
90,892,3,0,25,25,8,"gas"
90,893,1,1,15,30,8,"elec"
90,893,2,0,20,30,8,"elec"
90,893,3,0,25,30,8,"gas"
90,894,1,0,20,20,8,"gas"
90,894,2,1,15,25,8,"gas"
90,894,3,0,20,25,6,"elec"
90,895,1,0,25,25,6,"gas"
90,895,2,0,25,25,8,"gas"
90,895,3,1,15,25,6,"elec"
90,896,1,1,15,30,6,"elec"
90,896,2,0,20,20,6,"gas"
90,896,3,0,25,20,7,"elec"
90,897,1,0,20,25,7,"gas"
90,897,2,1,15,25,8,"gas"
90,897,3,0,20,30,7,"elec"
90,898,1,1,20,20,6,"gas"
90,898,2,0,20,20,7,"elec"
90,898,3,0,15,25,7,"elec"
90,899,1,0,25,25,6,"elec"
90,899,2,0,20,25,6,"elec"
90,899,3,1,15,20,6,"gas"
90,900,1,0,20,20,6,"elec"
90,900,2,0,25,25,7,"gas"
90,900,3,1,15,30,7,"elec"
91,901,1,1,15,25,8,"gas"
91,901,2,0,15,25,7,"elec"
91,901,3,0,20,30,7,"elec"
91,902,1,0,15,20,7,"gas"
91,902,2,1,15,25,6,"gas"
91,902,3,0,20,20,8,"gas"
91,903,1,0,25,20,6,"gas"
91,903,2,1,15,20,7,"elec"
91,903,3,0,25,20,6,"elec"
91,904,1,1,15,30,7,"elec"
91,904,2,0,25,20,7,"elec"
91,904,3,0,20,25,8,"elec"
91,905,1,0,25,30,8,"elec"
