"respID","obsID","alt","choice","price","fuelEconomy","accelTime","powertrain","group"
235,2342,3,0,20,30,7,"elec","A"
235,2343,1,0,25,25,6,"gas","A"
235,2343,2,1,15,30,7,"gas","A"
235,2343,3,0,15,20,8,"gas","A"
235,2344,1,0,20,25,7,"gas","A"
235,2344,2,1,15,25,7,"gas","A"
235,2344,3,0,20,20,6,"elec","A"
235,2345,1,1,15,30,6,"gas","A"
235,2345,2,0,15,20,7,"elec","A"
235,2345,3,0,15,20,6,"gas","A"
235,2346,1,1,15,20,7,"gas","A"
235,2346,2,0,20,25,7,"elec","A"
235,2346,3,0,25,25,6,"gas","A"
235,2347,1,0,25,20,6,"gas","A"
235,2347,2,1,20,20,6,"gas","A"
235,2347,3,0,25,30,7,"gas","A"
235,2348,1,1,15,25,8,"gas","A"
235,2348,2,0,15,30,7,"elec","A"
235,2348,3,0,20,20,8,"gas","A"
235,2349,1,0,20,20,7,"elec","A"
235,2349,2,1,15,30,7,"elec","A"
235,2349,3,0,20,25,6,"elec","A"
235,2350,1,1,15,25,8,"gas","A"
235,2350,2,0,15,20,6,"elec","A"
235,2350,3,0,15,20,6,"gas","A"
236,2351,1,0,25,30,7,"gas","A"
236,2351,2,0,20,25,6,"gas","A"
236,2351,3,1,15,25,6,"elec","A"
236,2352,1,1,20,20,6,"gas","A"
236,2352,2,0,20,20,8,"elec","A"
236,2352,3,0,25,20,7,"elec","A"
236,2353,1,0,25,20,7,"gas","A"
236,2353,2,0,20,20,8,"elec","A"
236,2353,3,1,15,30,6,"gas","A"
236,2354,1,0,20,20,6,"elec","A"
236,2354,2,0,25,30,8,"gas","A"
236,2354,3,1,20,30,7,"gas","A"
236,2355,1,1,25,20,7,"gas","A"
236,2355,2,0,20,20,8,"elec","A"
236,2355,3,0,25,30,6,"gas","A"
236,2356,1,0,25,30,8,"elec","A"
236,2356,2,1,20,25,8,"gas","A"
236,2356,3,0,25,30,6,"gas","A"
236,2357,1,0,25,20,8,"elec","A"
236,2357,2,1,15,20,7,"gas","A"
236,2357,3,0,20,25,7,"elec","A"
236,2358,1,1,20,20,6,"gas","A"
236,2358,2,0,25,20,7,"gas","A"
236,2358,3,0,25,30,6,"elec","A"
236,2359,1,0,25,20,6,"elec","A"
236,2359,2,1,15,20,7,"elec","A"
236,2359,3,0,25,30,8,"elec","A"
236,2360,1,0,25,20,7,"elec","A"
236,2360,2,0,15,20,7,"elec","A"
236,2360,3,1,15,25,6,"gas","A"
237,2361,1,0,25,30,6,"elec","A"
237,2361,2,0,20,20,8,"elec","A"
237,2361,3,1,20,30,8,"gas","A"
237,2362,1,0,25,25,7,"elec","A"
237,2362,2,1,15,25,6,"gas","A"
237,2362,3,0,20,30,8,"elec","A"
237,2363,1,0,15,20,7,"gas","A"
237,2363,2,1,15,30,6,"gas","A"
237,2363,3,0,20,30,7,"gas","A"
237,2364,1,1,15,20,6,"gas","A"
237,2364,2,0,25,25,6,"gas","A"
237,2364,3,0,25,20,6,"elec","A"
237,2365,1,0,25,25,6,"gas","A"
237,2365,2,0,25,20,7,"elec","A"
237,2365,3,1,15,25,8,"elec","A"
237,2366,1,0,15,20,6,"elec","A"
237,2366,2,1,15,25,6,"elec","A"
237,2366,3,0,20,25,7,"elec","A"
237,2367,1,1,15,25,7,"gas","A"
237,2367,2,0,20,30,8,"gas","A"
237,2367,3,0,25,25,8,"elec","A"
237,2368,1,0,15,25,7,"elec","A"
237,2368,2,1,15,25,6,"gas","A"
237,2368,3,0,20,20,8,"elec","A"
237,2369,1,1,15,25,7,"gas","A"
237,2369,2,0,20,20,8,"elec","A"
237,2369,3,0,20,20,6,"elec","A"
237,2370,1,0,20,30,6,"elec","A"
237,2370,2,1,15,25,6,"gas","A"
237,2370,3,0,20,30,6,"gas","A"
238,2371,1,0,20,20,6,"elec","A"
238,2371,2,0,25,25,7,"gas","A"
238,2371,3,1,20,30,8,"gas","A"
238,2372,1,1,20,30,7,"gas","A"
238,2372,2,0,25,20,6,"gas","A"
238,2372,3,0,25,25,8,"gas","A"
238,2373,1,1,20,30,6,"gas","A"
238,2373,2,0,25,25,6,"gas","A"
238,2373,3,0,20,30,6,"elec","A"
238,2374,1,0,25,30,6,"elec","A"
238,2374,2,0,25,25,8,"elec","A"
238,2374,3,1,15,25,6,"elec","A"
238,2375,1,0,25,30,7,"elec","A"
238,2375,2,1,25,30,6,"gas","A"
238,2375,3,0,25,20,8,"gas","A"
238,2376,1,0,20,30,7,"elec","A"
238,2376,2,0,20,20,8,"elec","A"
238,2376,3,1,20,30,6,"gas","A"
238,2377,1,1,15,30,6,"elec","A"
238,2377,2,0,20,20,7,"gas","A"
238,2377,3,0,25,30,8,"elec","A"
238,2378,1,0,20,30,7,"elec","A"
238,2378,2,1,15,30,7,"gas","A"
238,2378,3,0,20,25,6,"elec","A"
238,2379,1,0,15,30,8,"elec","A"
238,2379,2,0,20,30,7,"gas","A"
238,2379,3,1,15,25,7,"gas","A"
238,2380,1,0,25,30,6,"elec","A"
238,2380,2,1,20,20,7,"elec","A"
238,2380,3,0,25,30,8,"elec","A"
239,2381,1,0,25,30,7,"gas","A"
239,2381,2,1,15,30,7,"elec","A"
239,2381,3,0,25,30,7,"elec","A"
239,2382,1,0,25,25,6,"gas","A"
239,2382,2,1,15,25,6,"gas","A"
239,2382,3,0,25,25,8,"gas","A"
239,2383,1,0,25,25,8,"elec","A"
239,2383,2,0,15,25,6,"gas","A"
239,2383,3,1,15,30,7,"gas","A"
239,2384,1,0,15,25,8,"elec","A"
239,2384,2,1,20,30,7,"gas","A"
239,2384,3,0,25,30,8,"gas","A"
239,2385,1,1,15,20,7,"elec","A"
239,2385,2,0,20,20,8,"gas","A"
239,2385,3,0,20,25,8,"elec","A"
239,2386,1,0,25,30,6,"gas","A"
239,2386,2,1,20,25,8,"gas","A"
239,2386,3,0,20,25,8,"elec","A"
239,2387,1,0,25,20,7,"elec","A"
239,2387,2,1,15,30,8,"gas","A"
239,2387,3,0,15,25,7,"gas","A"
239,2388,1,0,20,30,7,"gas","A"
239,2388,2,1,15,30,8,"elec","A"
239,2388,3,0,25,20,6,"gas","A"
239,2389,1,0,20,25,8,"elec","A"
239,2389,2,1,20,25,6,"elec","A"
239,2389,3,0,15,25,8,"elec","A"
239,2390,1,1,15,30,7,"elec","A"
239,2390,2,0,25,20,6,"elec","A"
239,2390,3,0,25,20,8,"gas","A"
240,2391,1,0,20,25,6,"gas","A"
240,2391,2,0,20,20,6,"elec","A"
240,2391,3,1,15,30,6,"elec","A"
240,2392,1,0,20,25,6,"elec","A"
240,2392,2,1,25,20,8,"gas","A"
240,2392,3,0,25,30,8,"elec","A"
240,2393,1,1,20,30,8,"gas","A"
240,2393,2,0,25,30,8,"gas","A"
240,2393,3,0,25,20,8,"gas","A"
240,2394,1,0,25,25,6,"gas","A"
240,2394,2,0,20,25,8,"elec","A"
240,2394,3,1,15,20,8,"gas","A"
240,2395,1,1,25,30,7,"gas","A"
240,2395,2,0,25,25,6,"elec","A"
240,2395,3,0,25,20,7,"gas","A"
240,2396,1,0,25,20,7,"elec","A"
240,2396,2,1,20,30,6,"gas","A"
240,2396,3,0,20,25,6,"gas","A"
240,2397,1,1,15,30,6,"gas","A"
240,2397,2,0,25,20,6,"gas","A"
240,2397,3,0,15,20,7,"gas","A"
240,2398,1,0,25,30,7,"elec","A"
240,2398,2,0,25,30,7,"gas","A"
240,2398,3,1,20,20,7,"gas","A"
240,2399,1,0,25,30,8,"elec","A"
240,2399,2,1,15,20,8,"gas","A"
240,2399,3,0,15,30,8,"gas","A"
240,2400,1,1,15,30,8,"gas","A"
240,2400,2,0,20,25,7,"elec","A"
240,2400,3,0,25,20,8,"elec","A"
241,2401,1,1,15,25,7,"gas","A"
241,2401,2,0,25,25,7,"elec","A"
241,2401,3,0,15,30,7,"elec","A"
241,2402,1,1,20,25,7,"gas","A"
241,2402,2,0,20,20,7,"gas","A"
241,2402,3,0,20,20,8,"elec","A"
241,2403,1,1,15,20,6,"elec","A"
241,2403,2,0,15,25,7,"elec","A"
241,2403,3,0,25,25,7,"gas","A"
241,2404,1,1,15,30,6,"gas","A"
241,2404,2,0,20,30,7,"gas","A"
241,2404,3,0,20,20,7,"elec","A"
241,2405,1,0,25,25,8,"gas","A"
241,2405,2,1,25,30,6,"gas","A"
241,2405,3,0,25,20,8,"gas","A"
241,2406,1,0,15,25,7,"gas","A"
241,2406,2,0,20,25,7,"elec","A"
241,2406,3,1,15,20,8,"gas","A"
241,2407,1,0,20,30,7,"elec","A"
241,2407,2,0,20,25,7,"gas","A"
241,2407,3,1,20,30,8,"gas","A"
241,2408,1,0,15,25,6,"elec","A"
241,2408,2,0,20,30,8,"elec","A"
241,2408,3,1,15,30,6,"gas","A"
241,2409,1,1,15,30,8,"gas","A"
241,2409,2,0,15,20,8,"elec","A"
241,2409,3,0,25,20,7,"elec","A"
241,2410,1,0,25,25,8,"gas","A"
241,2410,2,1,15,20,7,"elec","A"
241,2410,3,0,25,30,8,"gas","A"
242,2411,1,0,25,20,6,"elec","A"
242,2411,2,0,20,20,6,"gas","A"
242,2411,3,1,15,20,6,"elec","A"
242,2412,1,1,15,20,7,"gas","A"
242,2412,2,0,15,20,7,"elec","A"
242,2412,3,0,20,20,8,"elec","A"
242,2413,1,0,20,30,7,"elec","A"
242,2413,2,0,15,25,8,"gas","A"
242,2413,3,1,15,30,6,"gas","A"
242,2414,1,1,20,30,6,"gas","A"
242,2414,2,0,20,30,7,"elec","A"
242,2414,3,0,20,25,6,"elec","A"
242,2415,1,1,15,30,8,"elec","A"
242,2415,2,0,20,30,8,"elec","A"
242,2415,3,0,25,30,7,"gas","A"
242,2416,1,0,25,30,7,"gas","A"
242,2416,2,0,25,20,8,"gas","A"
242,2416,3,1,15,25,6,"elec","A"
242,2417,1,0,20,25,6,"elec","A"
242,2417,2,0,20,25,7,"elec","A"
242,2417,3,1,15,25,6,"elec","A"
242,2418,1,1,15,20,7,"gas","A"
242,2418,2,0,15,20,6,"elec","A"
242,2418,3,0,20,20,6,"elec","A"
242,2419,1,1,15,30,8,"gas","A"
242,2419,2,0,25,30,6,"elec","A"
242,2419,3,0,25,25,6,"gas","A"
242,2420,1,0,20,20,6,"gas","A"
242,2420,2,0,20,20,7,"gas","A"
242,2420,3,1,20,30,7,"gas","A"
243,2421,1,0,20,30,6,"elec","A"
243,2421,2,0,20,25,7,"elec","A"
243,2421,3,1,15,20,8,"gas","A"
243,2422,1,0,20,25,7,"elec","A"
243,2422,2,0,15,25,7,"elec","A"
243,2422,3,1,15,20,8,"elec","A"
243,2423,1,0,25,25,7,"elec","A"
243,2423,2,1,20,20,7,"gas","A"
243,2423,3,0,20,30,8,"elec","A"
243,2424,1,1,15,25,7,"elec","A"
243,2424,2,0,25,25,6,"gas","A"
243,2424,3,0,20,25,6,"gas","A"
243,2425,1,0,20,25,6,"elec","A"
243,2425,2,1,15,25,7,"gas","A"
243,2425,3,0,25,30,6,"elec","A"
243,2426,1,0,20,25,7,"elec","A"
243,2426,2,1,15,30,7,"gas","A"
243,2426,3,0,25,20,7,"elec","A"
243,2427,1,0,25,30,8,"elec","A"
243,2427,2,1,15,25,8,"gas","A"
243,2427,3,0,25,20,7,"elec","A"
243,2428,1,1,15,25,6,"gas","A"
243,2428,2,0,20,20,8,"gas","A"
243,2428,3,0,20,20,7,"elec","A"
243,2429,1,0,20,30,7,"elec","A"
243,2429,2,1,15,20,6,"gas","A"
243,2429,3,0,25,25,8,"gas","A"
243,2430,1,1,20,30,7,"gas","A"
243,2430,2,0,20,20,7,"elec","A"
243,2430,3,0,25,30,7,"gas","A"
244,2431,1,1,15,30,6,"gas","A"
244,2431,2,0,25,25,6,"elec","A"
244,2431,3,0,15,30,6,"elec","A"
244,2432,1,0,20,20,8,"elec","A"
244,2432,2,1,15,20,6,"gas","A"
244,2432,3,0,25,20,7,"elec","A"
244,2433,1,0,20,30,8,"gas","A"
244,2433,2,0,15,20,8,"elec","A"
244,2433,3,1,20,20,7,"gas","A"
244,2434,1,0,25,20,8,"gas","A"
244,2434,2,1,20,30,6,"gas","A"
244,2434,3,0,20,30,8,"gas","A"
244,2435,1,0,25,30,8,"elec","A"
244,2435,2,0,20,20,7,"elec","A"
244,2435,3,1,20,30,7,"gas","A"
244,2436,1,0,15,20,6,"elec","A"
244,2436,2,0,20,25,7,"gas","A"
244,2436,3,1,15,20,8,"gas","A"
244,2437,1,0,25,20,6,"elec","A"
244,2437,2,0,25,25,7,"elec","A"
244,2437,3,1,25,20,6,"gas","A"
244,2438,1,1,20,20,6,"elec","A"
244,2438,2,0,25,30,8,"gas","A"
244,2438,3,0,20,25,8,"gas","A"
244,2439,1,1,15,25,7,"gas","A"
244,2439,2,0,20,30,6,"elec","A"
244,2439,3,0,15,20,6,"elec","A"
244,2440,1,0,25,25,8,"gas","A"
244,2440,2,0,25,30,8,"elec","A"
244,2440,3,1,20,25,7,"gas","A"
245,2441,1,1,20,30,6,"elec","A"
245,2441,2,0,25,30,8,"gas","A"
245,2441,3,0,25,30,6,"elec","A"
245,2442,1,1,20,20,6,"elec","A"
245,2442,2,0,20,20,8,"gas","A"
245,2442,3,0,20,25,8,"gas","A"
245,2443,1,0,25,20,8,"elec","A"
245,2443,2,1,20,25,8,"gas","A"
245,2443,3,0,25,30,7,"elec","A"
245,2444,1,0,25,30,7,"elec","A"
245,2444,2,1,15,20,6,"gas","A"
245,2444,3,0,20,30,8,"elec","A"
245,2445,1,0,25,20,7,"elec","A"
245,2445,2,0,25,20,8,"elec","A"
245,2445,3,1,15,25,6,"elec","A"
245,2446,1,0,15,30,8,"elec","A"
245,2446,2,1,15,20,7,"gas","A"
245,2446,3,0,20,25,8,"elec","A"
245,2447,1,0,20,20,7,"gas","A"
245,2447,2,1,15,20,7,"gas","A"
245,2447,3,0,20,20,6,"gas","A"
245,2448,1,1,20,30,7,"gas","A"
245,2448,2,0,25,25,6,"gas","A"
245,2448,3,0,15,20,8,"elec","A"
245,2449,1,1,20,25,6,"gas","A"
245,2449,2,0,25,20,7,"gas","A"
245,2449,3,0,20,25,8,"elec","A"
245,2450,1,1,20,30,6,"gas","A"
245,2450,2,0,25,30,7,"gas","A"
245,2450,3,0,25,20,7,"gas","A"
246,2451,1,0,25,20,7,"gas","A"
246,2451,2,0,25,25,6,"elec","A"
246,2451,3,1,15,25,7,"elec","A"
246,2452,1,0,15,20,6,"gas","A"
246,2452,2,0,15,25,7,"gas","A"
246,2452,3,1,15,30,7,"elec","A"
246,2453,1,0,20,20,7,"gas","A"
246,2453,2,1,15,30,8,"gas","A"
246,2453,3,0,25,25,6,"elec","A"
246,2454,1,0,20,20,8,"elec","A"
246,2454,2,1,15,25,7,"gas","A"
246,2454,3,0,15,30,7,"elec","A"
246,2455,1,0,25,20,6,"elec","A"
246,2455,2,1,20,20,6,"gas","A"
246,2455,3,0,20,30,6,"elec","A"
246,2456,1,0,20,20,6,"gas","A"
246,2456,2,1,20,25,8,"gas","A"
246,2456,3,0,20,25,6,"elec","A"
246,2457,1,1,15,25,6,"gas","A"
246,2457,2,0,20,20,6,"elec","A"
246,2457,3,0,15,30,8,"elec","A"
246,2458,1,0,20,25,7,"elec","A"
246,2458,2,1,15,20,6,"gas","A"
246,2458,3,0,20,30,6,"gas","A"
246,2459,1,0,25,20,8,"gas","A"
246,2459,2,1,15,20,7,"gas","A"
246,2459,3,0,20,25,6,"elec","A"
246,2460,1,1,20,20,7,"gas","A"
246,2460,2,0,25,30,8,"elec","A"
246,2460,3,0,25,30,6,"gas","A"
247,2461,1,0,20,30,8,"gas","A"
247,2461,2,1,15,30,7,"elec","A"
247,2461,3,0,15,20,7,"elec","A"
247,2462,1,0,25,20,7,"elec","A"
247,2462,2,0,25,30,7,"elec","A"
247,2462,3,1,20,20,7,"gas","A"
247,2463,1,0,15,30,8,"elec","A"
247,2463,2,0,15,25,7,"elec","A"
247,2463,3,1,15,20,8,"gas","A"
247,2464,1,0,25,25,6,"elec","A"
247,2464,2,1,20,25,6,"gas","A"
247,2464,3,0,25,25,7,"gas","A"
247,2465,1,0,25,20,7,"gas","A"
247,2465,2,0,25,20,6,"elec","A"
247,2465,3,1,15,25,7,"gas","A"
247,2466,1,0,15,30,8,"elec","A"
247,2466,2,0,20,25,8,"gas","A"
247,2466,3,1,15,20,7,"gas","A"
247,2467,1,0,20,25,6,"gas","A"
247,2467,2,1,25,30,6,"gas","A"
247,2467,3,0,25,25,6,"gas","A"
247,2468,1,0,25,25,7,"gas","A"
247,2468,2,1,15,30,8,"gas","A"
247,2468,3,0,25,25,6,"gas","A"
247,2469,1,1,15,30,6,"gas","A"
247,2469,2,0,25,20,6,"gas","A"
247,2469,3,0,20,25,6,"elec","A"
247,2470,1,0,20,25,8,"gas","A"
247,2470,2,1,15,20,6,"gas","A"
247,2470,3,0,20,20,7,"elec","A"
248,2471,1,0,20,25,7,"gas","A"
248,2471,2,1,15,30,6,"gas","A"
248,2471,3,0,15,25,6,"elec","A"
248,2472,1,0,20,20,6,"elec","A"
248,2472,2,0,25,25,8,"elec","A"
248,2472,3,1,15,20,8,"elec","A"
248,2473,1,0,20,25,7,"elec","A"
248,2473,2,1,20,30,7,"gas","A"
248,2473,3,0,25,20,6,"elec","A"
248,2474,1,0,25,30,6,"elec","A"
248,2474,2,0,25,20,6,"elec","A"
248,2474,3,1,20,20,6,"elec","A"
248,2475,1,0,15,20,6,"gas","A"
248,2475,2,0,20,30,7,"elec","A"
248,2475,3,1,15,20,7,"gas","A"
248,2476,1,0,15,20,6,"elec","A"
248,2476,2,1,15,20,8,"gas","A"
248,2476,3,0,25,25,7,"gas","A"
248,2477,1,0,25,30,6,"gas","A"
248,2477,2,0,25,30,8,"gas","A"
248,2477,3,1,20,30,7,"gas","A"
248,2478,1,0,25,20,6,"elec","A"
248,2478,2,0,25,30,6,"elec","A"
248,2478,3,1,20,25,8,"gas","A"
248,2479,1,1,20,30,6,"gas","A"
248,2479,2,0,20,20,7,"elec","A"
248,2479,3,0,20,20,7,"gas","A"
248,2480,1,0,25,20,8,"gas","A"
248,2480,2,0,15,20,7,"elec","A"
248,2480,3,1,15,25,8,"gas","A"
249,2481,1,0,20,25,7,"elec","A"
249,2481,2,0,20,25,7,"gas","A"
249,2481,3,1,15,30,8,"gas","A"
249,2482,1,0,25,20,6,"gas","A"
249,2482,2,0,20,30,7,"gas","A"
249,2482,3,1,15,20,8,"gas","A"
249,2483,1,1,15,25,8,"elec","A"
249,2483,2,0,20,30,7,"gas","A"
249,2483,3,0,20,20,7,"elec","A"
249,2484,1,0,20,25,8,"elec","A"
249,2484,2,0,25,30,7,"elec","A"
249,2484,3,1,15,20,7,"elec","A"
249,2485,1,0,25,25,7,"gas","A"
249,2485,2,0,25,30,6,"elec","A"
249,2485,3,1,15,30,6,"gas","A"
249,2486,1,0,25,25,6,"elec","A"
249,2486,2,1,15,30,7,"elec","A"
249,2486,3,0,15,25,6,"elec","A"
249,2487,1,0,15,20,6,"gas","A"
249,2487,2,1,15,30,7,"gas","A"
249,2487,3,0,20,25,7,"gas","A"
249,2488,1,0,25,25,7,"elec","A"
249,2488,2,1,15,20,6,"elec","A"
249,2488,3,0,20,30,7,"elec","A"
249,2489,1,0,15,20,8,"elec","A"
249,2489,2,0,25,20,8,"gas","A"
249,2489,3,1,20,30,6,"gas","A"
249,2490,1,0,25,20,8,"gas","A"
249,2490,2,1,20,20,6,"gas","A"
249,2490,3,0,20,30,6,"gas","A"
250,2491,1,0,25,30,7,"elec","A"
250,2491,2,0,20,30,8,"elec","A"
250,2491,3,1,15,30,8,"gas","A"
250,2492,1,0,25,30,7,"elec","A"
250,2492,2,1,20,20,6,"gas","A"
250,2492,3,0,20,25,8,"elec","A"
250,2493,1,1,20,20,7,"elec","A"
250,2493,2,0,25,20,6,"elec","A"
250,2493,3,0,25,25,8,"elec","A"
250,2494,1,0,20,25,8,"elec","A"
250,2494,2,1,15,20,7,"elec","A"
250,2494,3,0,25,25,6,"elec","A"
250,2495,1,0,25,25,8,"elec","A"
250,2495,2,0,20,25,8,"elec","A"
250,2495,3,1,25,25,6,"gas","A"
250,2496,1,0,20,25,7,"elec","A"
250,2496,2,0,20,20,8,"elec","A"
250,2496,3,1,25,20,7,"gas","A"
250,2497,1,0,20,20,7,"gas","A"
250,2497,2,0,25,25,6,"gas","A"
250,2497,3,1,15,30,8,"gas","A"
250,2498,1,1,15,25,6,"gas","A"
250,2498,2,0,15,25,6,"elec","A"
250,2498,3,0,25,30,8,"gas","A"
250,2499,1,0,20,20,7,"elec","A"
250,2499,2,1,20,25,7,"elec","A"
250,2499,3,0,25,20,6,"gas","A"
250,2500,1,1,20,30,6,"elec","A"
250,2500,2,0,25,25,6,"elec","A"
250,2500,3,0,20,25,7,"elec","A"
251,2501,1,0,25,30,6,"elec","A"
251,2501,2,0,20,30,6,"elec","A"
251,2501,3,1,15,30,7,"elec","A"
251,2502,1,1,20,25,8,"gas","A"
251,2502,2,0,25,20,8,"elec","A"
251,2502,3,0,25,20,6,"gas","A"
251,2503,1,0,25,20,6,"gas","A"
251,2503,2,1,15,25,8,"gas","A"
251,2503,3,0,20,25,8,"gas","A"
251,2504,1,0,15,25,8,"elec","A"
251,2504,2,0,25,20,6,"gas","A"
251,2504,3,1,15,20,8,"elec","A"
251,2505,1,1,15,30,7,"gas","A"
251,2505,2,0,25,30,7,"elec","A"
251,2505,3,0,20,25,8,"elec","A"
251,2506,1,0,25,20,6,"gas","A"
251,2506,2,1,15,20,8,"elec","A"
251,2506,3,0,25,30,7,"elec","A"
251,2507,1,0,25,30,6,"gas","A"
251,2507,2,0,20,25,6,"elec","A"
251,2507,3,1,15,25,6,"elec","A"
251,2508,1,0,25,20,6,"elec","A"
251,2508,2,1,20,20,8,"elec","A"
251,2508,3,0,25,25,7,"elec","A"
251,2509,1,0,20,30,8,"elec","A"
251,2509,2,1,15,30,8,"gas","A"
251,2509,3,0,20,25,6,"gas","A"
251,2510,1,0,25,25,7,"elec","A"
251,2510,2,0,20,30,8,"elec","A"
251,2510,3,1,15,20,8,"gas","A"
252,2511,1,0,25,20,8,"elec","A"
252,2511,2,0,25,20,7,"gas","A"
252,2511,3,1,15,20,6,"gas","A"
252,2512,1,0,15,30,6,"elec","A"
252,2512,2,0,20,20,7,"gas","A"
252,2512,3,1,15,30,8,"gas","A"
252,2513,1,0,20,25,6,"elec","A"
252,2513,2,1,15,20,6,"elec","A"
252,2513,3,0,20,20,8,"elec","A"
252,2514,1,0,25,25,7,"gas","A"
252,2514,2,1,20,30,8,"gas","A"
252,2514,3,0,25,20,7,"elec","A"
252,2515,1,1,15,20,8,"gas","A"
252,2515,2,0,25,25,6,"gas","A"
252,2515,3,0,15,30,8,"elec","A"
252,2516,1,0,15,25,8,"elec","A"
252,2516,2,1,20,30,8,"gas","A"
252,2516,3,0,25,30,6,"gas","A"
252,2517,1,1,15,25,6,"elec","A"
252,2517,2,0,15,20,8,"elec","A"
252,2517,3,0,20,25,7,"elec","A"
252,2518,1,0,15,25,6,"gas","A"
252,2518,2,1,15,30,7,"gas","A"
252,2518,3,0,20,25,8,"gas","A"
252,2519,1,1,15,30,7,"elec","A"
252,2519,2,0,20,25,7,"elec","A"
252,2519,3,0,20,20,7,"elec","A"
252,2520,1,1,15,25,6,"elec","A"
252,2520,2,0,20,20,8,"gas","A"
252,2520,3,0,20,20,6,"elec","A"
253,2521,1,0,15,20,8,"elec","A"
253,2521,2,1,15,25,8,"elec","A"
253,2521,3,0,20,20,8,"elec","A"
253,2522,1,1,15,25,6,"elec","A"
253,2522,2,0,20,25,7,"elec","A"
253,2522,3,0,25,30,8,"elec","A"
253,2523,1,0,20,20,7,"gas","A"
253,2523,2,0,25,20,8,"elec","A"
253,2523,3,1,15,30,7,"elec","A"
253,2524,1,1,25,20,8,"gas","A"
253,2524,2,0,25,20,6,"elec","A"
253,2524,3,0,25,25,6,"elec","A"
253,2525,1,0,25,20,7,"gas","A"
253,2525,2,1,25,25,7,"gas","A"
253,2525,3,0,20,20,8,"elec","A"
253,2526,1,1,25,20,8,"gas","A"
253,2526,2,0,25,30,7,"elec","A"
253,2526,3,0,25,25,8,"elec","A"
253,2527,1,1,15,20,6,"gas","A"
253,2527,2,0,20,20,6,"gas","A"
253,2527,3,0,15,20,8,"elec","A"
253,2528,1,1,15,20,8,"elec","A"
253,2528,2,0,20,30,6,"elec","A"
253,2528,3,0,25,30,7,"gas","A"
253,2529,1,1,20,30,7,"gas","A"
253,2529,2,0,25,20,7,"elec","A"
253,2529,3,0,25,30,8,"gas","A"
253,2530,1,1,15,20,7,"gas","A"
253,2530,2,0,20,30,7,"elec","A"
253,2530,3,0,15,20,7,"elec","A"
254,2531,1,1,20,20,6,"gas","A"
254,2531,2,0,20,25,8,"gas","A"
254,2531,3,0,20,30,8,"gas","A"
254,2532,1,0,20,20,7,"elec","A"
254,2532,2,1,15,25,6,"gas","A"
254,2532,3,0,15,20,6,"elec","A"
254,2533,1,1,20,30,8,"gas","A"
254,2533,2,0,25,25,7,"gas","A"
254,2533,3,0,15,25,7,"elec","A"
254,2534,1,1,15,25,6,"gas","A"
254,2534,2,0,25,20,7,"gas","A"
254,2534,3,0,15,25,7,"elec","A"
254,2535,1,0,25,20,6,"gas","A"
254,2535,2,0,15,20,7,"elec","A"
254,2535,3,1,15,25,8,"gas","A"
254,2536,1,0,20,20,6,"gas","A"
254,2536,2,1,15,30,7,"gas","A"
254,2536,3,0,25,30,8,"elec","A"
254,2537,1,0,15,30,7,"elec","A"
254,2537,2,1,15,20,6,"gas","A"
254,2537,3,0,25,20,6,"elec","A"
254,2538,1,0,20,20,8,"elec","A"
254,2538,2,1,15,25,6,"gas","A"
254,2538,3,0,20,30,8,"gas","A"
254,2539,1,1,15,30,6,"elec","A"
254,2539,2,0,20,20,7,"gas","A"
254,2539,3,0,25,20,6,"gas","A"
254,2540,1,0,15,25,7,"elec","A"
254,2540,2,0,25,20,6,"elec","A"
254,2540,3,1,20,25,7,"gas","A"
255,2541,1,1,20,30,7,"gas","A"
255,2541,2,0,25,25,8,"elec","A"
255,2541,3,0,25,30,8,"elec","A"
255,2542,1,0,25,30,8,"gas","A"
255,2542,2,1,15,25,7,"elec","A"
255,2542,3,0,20,20,8,"elec","A"
255,2543,1,1,20,30,8,"gas","A"
255,2543,2,0,20,30,7,"elec","A"
255,2543,3,0,15,25,8,"elec","A"
255,2544,1,0,25,25,7,"elec","A"
255,2544,2,0,15,30,6,"elec","A"
255,2544,3,1,15,20,7,"gas","A"
255,2545,1,0,25,20,6,"gas","A"
255,2545,2,1,15,25,7,"elec","A"
255,2545,3,0,25,30,6,"gas","A"
255,2546,1,0,20,25,7,"gas","A"
255,2546,2,1,15,25,7,"gas","A"
255,2546,3,0,20,25,6,"elec","A"
255,2547,1,0,20,30,6,"gas","A"
255,2547,2,1,15,25,7,"gas","A"
255,2547,3,0,25,20,8,"gas","A"
255,2548,1,0,25,25,6,"gas","A"
255,2548,2,0,25,30,6,"gas","A"
255,2548,3,1,15,30,7,"gas","A"
255,2549,1,0,15,30,8,"elec","A"
255,2549,2,0,20,20,6,"gas","A"
255,2549,3,1,20,25,7,"gas","A"
255,2550,1,0,25,25,7,"elec","A"
255,2550,2,0,20,30,8,"elec","A"
255,2550,3,1,15,20,6,"elec","A"
256,2551,1,1,20,30,7,"elec","A"
256,2551,2,0,20,25,8,"elec","A"
256,2551,3,0,20,20,6,"elec","A"
256,2552,1,1,15,30,6,"elec","A"
256,2552,2,0,25,20,6,"elec","A"
256,2552,3,0,20,30,6,"elec","A"
256,2553,1,0,25,30,6,"elec","A"
256,2553,2,0,15,30,6,"gas","A"
256,2553,3,1,15,30,8,"gas","A"
