"obsID","alt","choice","price","fuelEconomy","accelTime","powertrain","outsideGood"
793,3,0,20,25,6,"gas",0
793,4,1,0,0,0,"gas",1
794,1,0,15,20,8,"gas",0
794,2,0,25,30,8,"elec",0
794,3,0,25,20,6,"elec",0
794,4,1,0,0,0,"gas",1
795,1,0,15,25,7,"elec",0
795,2,0,25,30,6,"gas",0
795,3,0,25,25,8,"elec",0
795,4,1,0,0,0,"gas",1
796,1,0,20,20,8,"gas",0
796,2,0,20,30,6,"gas",0
796,3,0,25,25,8,"elec",0
796,4,1,0,0,0,"gas",1
797,1,0,20,30,8,"elec",0
797,2,0,25,30,7,"elec",0
797,3,0,25,20,6,"elec",0
797,4,1,0,0,0,"gas",1
798,1,0,15,30,8,"elec",0
798,2,0,25,30,6,"gas",0
798,3,0,20,20,6,"elec",0
798,4,1,0,0,0,"gas",1
799,1,0,25,20,7,"gas",0
799,2,0,20,30,7,"elec",0
799,3,0,25,30,7,"elec",0
799,4,1,0,0,0,"gas",1
800,1,0,15,30,8,"gas",0
800,2,0,20,20,6,"gas",0
800,3,0,20,30,6,"elec",0
800,4,1,0,0,0,"gas",1
801,1,0,25,30,6,"elec",0
801,2,0,15,20,6,"elec",0
801,3,0,25,25,8,"elec",0
801,4,1,0,0,0,"gas",1
802,1,0,20,25,8,"gas",0
802,2,0,20,30,6,"elec",0
802,3,0,25,20,6,"elec",0
802,4,1,0,0,0,"gas",1
803,1,0,25,30,8,"gas",0
803,2,0,25,25,6,"elec",0
803,3,0,15,20,6,"elec",0
803,4,1,0,0,0,"gas",1
804,1,0,15,30,6,"gas",0
804,2,0,15,30,8,"elec",0
804,3,0,20,30,7,"elec",0
804,4,1,0,0,0,"gas",1
805,1,0,20,20,7,"gas",0
805,2,0,25,30,6,"elec",0
805,3,0,20,20,6,"gas",0
805,4,1,0,0,0,"gas",1
806,1,0,15,30,7,"gas",0
806,2,0,25,25,6,"elec",0
806,3,0,15,20,6,"elec",0
806,4,1,0,0,0,"gas",1
807,1,0,25,30,6,"elec",0
807,2,0,20,30,8,"gas",0
807,3,0,15,20,8,"gas",0
807,4,1,0,0,0,"gas",1
808,1,0,15,30,6,"gas",0
808,2,0,25,30,7,"elec",0
808,3,0,25,25,6,"gas",0
808,4,1,0,0,0,"gas",1
809,1,0,25,25,6,"elec",0
809,2,0,25,25,8,"elec",0
809,3,0,25,20,7,"elec",0
809,4,1,0,0,0,"gas",1
810,1,0,20,30,8,"elec",0
810,2,0,15,25,7,"elec",0
810,3,0,20,20,6,"elec",0
810,4,1,0,0,0,"gas",1
811,1,0,15,30,8,"elec",0
811,2,0,20,25,8,"elec",0
811,3,0,25,30,8,"elec",0
811,4,1,0,0,0,"gas",1
812,1,0,25,30,7,"gas",0
812,2,0,15,20,7,"elec",0
812,3,0,25,25,7,"elec",0
812,4,1,0,0,0,"gas",1
813,1,0,25,30,8,"elec",0
813,2,0,15,20,7,"gas",0
813,3,0,20,20,7,"elec",0
813,4,1,0,0,0,"gas",1
814,1,0,20,30,8,"gas",0
814,2,0,25,30,7,"elec",0
814,3,0,20,20,8,"elec",0
814,4,1,0,0,0,"gas",1
815,1,0,25,30,7,"gas",0
815,2,0,25,20,6,"elec",0
815,3,0,15,25,8,"elec",0
815,4,1,0,0,0,"gas",1
816,1,0,20,25,6,"elec",0
816,2,0,15,25,6,"gas",0
816,3,0,25,20,6,"elec",0
816,4,1,0,0,0,"gas",1
817,1,0,15,20,8,"gas",0
817,2,0,25,25,8,"gas",0
817,3,0,15,25,6,"elec",0
817,4,1,0,0,0,"gas",1
818,1,0,15,25,8,"gas",0
818,2,0,25,25,7,"gas",0
818,3,0,25,30,7,"elec",0
818,4,1,0,0,0,"gas",1
819,1,0,25,30,7,"gas",0
819,2,0,20,20,8,"gas",0
819,3,0,20,25,8,"gas",0
819,4,1,0,0,0,"gas",1
820,1,0,25,20,7,"elec",0
820,2,0,15,20,8,"gas",0
820,3,0,15,20,8,"elec",0
820,4,1,0,0,0,"gas",1
821,1,0,20,20,6,"gas",0
821,2,0,15,30,7,"elec",0
821,3,0,15,20,8,"elec",0
821,4,1,0,0,0,"gas",1
822,1,0,15,25,6,"gas",0
822,2,0,20,20,6,"elec",0
822,3,0,25,20,7,"gas",0
822,4,1,0,0,0,"gas",1
823,1,0,15,25,7,"gas",0
823,2,0,20,25,8,"elec",0
823,3,0,25,30,6,"elec",0
823,4,1,0,0,0,"gas",1
824,1,0,20,20,7,"elec",0
824,2,0,15,20,7,"gas",0
824,3,0,25,20,8,"gas",0
824,4,1,0,0,0,"gas",1
825,1,0,20,30,6,"elec",0
825,2,0,20,20,8,"gas",0
825,3,0,20,30,8,"elec",0
825,4,1,0,0,0,"gas",1
826,1,0,20,20,6,"gas",0
826,2,0,20,25,6,"gas",0
826,3,0,25,30,6,"elec",0
826,4,1,0,0,0,"gas",1
827,1,0,15,30,7,"elec",0
827,2,0,20,20,8,"elec",0
827,3,0,15,25,8,"elec",0
827,4,1,0,0,0,"gas",1
828,1,0,25,30,8,"elec",0
828,2,0,25,30,7,"elec",0
828,3,0,15,30,8,"gas",0
828,4,1,0,0,0,"gas",1
829,1,0,20,25,8,"elec",0
829,2,0,25,30,6,"elec",0
829,3,0,15,25,6,"elec",0
829,4,1,0,0,0,"gas",1
830,1,0,25,25,6,"gas",0
830,2,0,15,25,6,"gas",0
830,3,0,15,20,8,"gas",0
830,4,1,0,0,0,"gas",1
831,1,0,20,30,8,"elec",0
831,2,0,20,25,8,"gas",0
831,3,0,25,20,8,"elec",0
831,4,1,0,0,0,"gas",1
832,1,0,15,30,8,"gas",0
832,2,0,15,30,6,"elec",0
832,3,0,25,25,6,"elec",0
832,4,1,0,0,0,"gas",1
833,1,0,15,30,6,"elec",0
833,2,0,20,25,8,"elec",0
833,3,0,15,25,8,"elec",0
833,4,1,0,0,0,"gas",1
834,1,0,25,20,7,"gas",0
834,2,0,25,30,7,"elec",0
834,3,0,25,20,7,"elec",0
834,4,1,0,0,0,"gas",1
835,1,0,25,30,8,"gas",0
835,2,0,20,20,6,"elec",0
835,3,0,25,20,6,"gas",0
835,4,1,0,0,0,"gas",1
836,1,0,25,20,7,"elec",0
836,2,0,25,25,8,"elec",0
836,3,0,25,25,8,"gas",0
836,4,1,0,0,0,"gas",1
837,1,0,25,30,8,"gas",0
837,2,0,25,30,6,"gas",0
837,3,0,20,25,6,"elec",0
837,4,1,0,0,0,"gas",1
838,1,0,20,30,8,"gas",0
838,2,0,25,20,7,"gas",0
838,3,0,15,30,8,"gas",0
838,4,1,0,0,0,"gas",1
839,1,0,20,20,6,"elec",0
839,2,0,15,25,7,"gas",0
839,3,0,20,25,6,"elec",0
839,4,1,0,0,0,"gas",1
840,1,0,15,20,6,"elec",0
840,2,0,15,20,7,"gas",0
840,3,0,20,25,6,"gas",0
840,4,1,0,0,0,"gas",1
841,1,0,20,20,7,"gas",0
841,2,0,20,30,8,"gas",0
841,3,0,15,20,8,"elec",0
841,4,1,0,0,0,"gas",1
842,1,0,20,25,8,"elec",0
842,2,0,15,20,8,"elec",0
842,3,0,25,25,6,"gas",0
842,4,1,0,0,0,"gas",1
843,1,0,15,25,8,"gas",0
843,2,0,15,20,6,"elec",0
843,3,0,25,25,7,"elec",0
843,4,1,0,0,0,"gas",1
844,1,0,25,25,7,"gas",0
844,2,0,20,25,6,"elec",0
844,3,0,15,20,7,"elec",0
844,4,1,0,0,0,"gas",1
845,1,0,15,20,7,"elec",0
845,2,0,15,30,8,"elec",0
845,3,0,25,20,7,"gas",0
845,4,1,0,0,0,"gas",1
846,1,0,20,30,8,"elec",0
846,2,0,25,25,7,"elec",0
846,3,0,25,30,6,"elec",0
846,4,1,0,0,0,"gas",1
847,1,0,15,20,7,"elec",0
847,2,0,25,20,7,"gas",0
847,3,0,15,25,6,"elec",0
847,4,1,0,0,0,"gas",1
848,1,0,15,30,6,"elec",0
848,2,0,25,30,8,"gas",0
848,3,0,15,25,8,"elec",0
848,4,1,0,0,0,"gas",1
849,1,0,20,25,8,"elec",0
849,2,0,25,25,7,"elec",0
849,3,0,20,30,6,"gas",0
849,4,1,0,0,0,"gas",1
850,1,0,25,30,6,"gas",0
850,2,0,25,25,7,"gas",0
850,3,0,25,30,7,"elec",0
850,4,1,0,0,0,"gas",1
851,1,0,20,25,7,"elec",0
851,2,0,15,30,7,"gas",0
851,3,0,25,30,7,"elec",0
851,4,1,0,0,0,"gas",1
852,1,0,20,25,8,"elec",0
852,2,0,25,25,7,"elec",0
852,3,0,15,20,6,"elec",0
852,4,1,0,0,0,"gas",1
853,1,0,20,20,8,"gas",0
853,2,0,25,30,6,"gas",0
853,3,0,15,30,7,"gas",0
853,4,1,0,0,0,"gas",1
854,1,0,25,30,7,"elec",0
854,2,0,25,25,7,"elec",0
854,3,0,20,20,8,"elec",0
854,4,1,0,0,0,"gas",1
855,1,0,25,20,7,"elec",0
855,2,0,25,30,8,"elec",0
855,3,0,15,25,6,"elec",0
855,4,1,0,0,0,"gas",1
856,1,0,15,25,8,"gas",0
856,2,0,15,30,8,"elec",0
856,3,0,20,20,8,"elec",0
856,4,1,0,0,0,"gas",1
857,1,0,15,25,7,"elec",0
857,2,0,20,25,6,"elec",0
857,3,0,15,20,6,"gas",0
857,4,1,0,0,0,"gas",1
858,1,0,25,20,6,"gas",0
858,2,0,15,25,8,"elec",0
858,3,0,25,20,7,"gas",0
858,4,1,0,0,0,"gas",1
859,1,0,25,25,7,"elec",0
859,2,0,15,25,6,"gas",0
859,3,0,20,30,6,"elec",0
859,4,1,0,0,0,"gas",1
860,1,0,25,30,6,"gas",0
860,2,0,25,25,7,"elec",0
860,3,0,20,25,6,"elec",0
860,4,1,0,0,0,"gas",1
861,1,0,20,30,6,"gas",0
861,2,0,15,30,8,"elec",0
861,3,0,15,30,7,"gas",0
861,4,1,0,0,0,"gas",1
862,1,0,15,20,6,"gas",0
862,2,0,20,25,8,"elec",0
862,3,0,20,20,8,"elec",0
862,4,1,0,0,0,"gas",1
863,1,0,25,30,8,"gas",0
863,2,0,20,25,6,"gas",0
863,3,0,15,25,8,"gas",0
863,4,1,0,0,0,"gas",1
864,1,0,15,25,7,"elec",0
864,2,0,20,30,8,"gas",0
864,3,0,15,30,6,"elec",0
864,4,1,0,0,0,"gas",1
865,1,0,15,20,8,"gas",0
865,2,0,20,20,7,"elec",0
865,3,0,15,25,7,"elec",0
865,4,1,0,0,0,"gas",1
866,1,0,25,25,7,"elec",0
866,2,0,15,25,7,"gas",0
866,3,0,20,25,7,"gas",0
866,4,1,0,0,0,"gas",1
867,1,0,20,20,7,"elec",0
867,2,0,25,30,6,"gas",0
867,3,0,20,20,6,"elec",0
867,4,1,0,0,0,"gas",1
868,1,0,15,20,7,"elec",0
868,2,0,25,20,8,"elec",0
868,3,0,15,20,6,"elec",0
868,4,1,0,0,0,"gas",1
869,1,0,15,20,6,"elec",0
869,2,0,15,25,7,"elec",0
869,3,0,15,30,6,"gas",0
869,4,1,0,0,0,"gas",1
870,1,0,15,20,8,"gas",0
870,2,0,25,25,7,"elec",0
870,3,0,15,30,7,"gas",0
870,4,1,0,0,0,"gas",1
871,1,0,20,30,8,"gas",0
871,2,0,25,20,7,"gas",0
871,3,0,15,25,7,"elec",0
871,4,1,0,0,0,"gas",1
872,1,0,20,30,6,"elec",0
872,2,0,20,25,7,"gas",0
872,3,0,25,30,7,"gas",0
872,4,1,0,0,0,"gas",1
873,1,0,15,20,7,"elec",0
873,2,0,20,30,7,"elec",0
873,3,0,25,30,8,"elec",0
873,4,1,0,0,0,"gas",1
874,1,0,25,25,8,"elec",0
874,2,0,25,20,7,"gas",0
874,3,0,20,25,8,"gas",0
874,4,1,0,0,0,"gas",1
875,1,0,20,25,8,"gas",0
875,2,0,15,20,8,"elec",0
875,3,0,15,20,8,"gas",0
875,4,1,0,0,0,"gas",1
876,1,0,25,25,6,"elec",0
876,2,0,25,20,8,"gas",0
876,3,0,20,30,7,"elec",0
876,4,1,0,0,0,"gas",1
877,1,0,25,30,7,"gas",0
877,2,0,20,20,8,"elec",0
877,3,0,25,20,6,"elec",0
877,4,1,0,0,0,"gas",1
878,1,0,20,30,7,"gas",0
878,2,0,20,30,6,"gas",0
878,3,0,25,20,6,"gas",0
878,4,1,0,0,0,"gas",1
879,1,0,20,30,7,"elec",0
879,2,0,20,25,8,"elec",0
879,3,0,15,25,8,"gas",0
879,4,1,0,0,0,"gas",1
880,1,0,20,25,6,"gas",0
880,2,0,15,25,8,"gas",0
880,3,0,25,30,8,"gas",0
880,4,1,0,0,0,"gas",1
881,1,0,25,20,6,"elec",0
881,2,0,25,30,6,"gas",0
881,3,0,25,20,7,"elec",0
881,4,1,0,0,0,"gas",1
882,1,0,25,30,7,"gas",0
882,2,0,25,20,6,"elec",0
882,3,0,15,20,6,"elec",0
882,4,1,0,0,0,"gas",1
883,1,0,15,25,8,"gas",0
883,2,0,25,20,8,"gas",0
883,3,0,15,30,8,"elec",0
883,4,1,0,0,0,"gas",1
884,1,0,15,30,7,"gas",0
884,2,0,25,30,6,"gas",0
884,3,0,15,25,7,"gas",0
884,4,1,0,0,0,"gas",1
885,1,0,20,30,8,"gas",0
885,2,0,15,30,6,"gas",0
885,3,0,25,25,6,"gas",0
885,4,1,0,0,0,"gas",1
886,1,0,15,20,8,"elec",0
886,2,0,25,20,8,"gas",0
886,3,0,15,25,7,"elec",0
886,4,1,0,0,0,"gas",1
887,1,0,20,25,8,"elec",0
887,2,0,20,20,7,"gas",0
887,3,0,20,30,6,"gas",0
887,4,1,0,0,0,"gas",1
888,1,0,15,30,8,"elec",0
888,2,0,15,25,8,"elec",0
888,3,0,25,25,6,"elec",0
888,4,1,0,0,0,"gas",1
889,1,0,20,30,8,"gas",0
889,2,0,20,30,7,"gas",0
889,3,0,20,25,8,"gas",0
889,4,1,0,0,0,"gas",1
890,1,0,25,20,7,"gas",0
890,2,0,15,25,7,"elec",0
890,3,0,25,30,8,"elec",0
890,4,1,0,0,0,"gas",1
891,1,0,20,25,7,"gas",0
891,2,0,15,20,8,"elec",0
891,3,0,25,20,8,"gas",0
891,4,1,0,0,0,"gas",1
892,1,0,15,25,6,"elec",0
892,2,0,25,30,7,"elec",0
892,3,0,25,25,8,"gas",0
892,4,1,0,0,0,"gas",1
893,1,0,25,25,8,"elec",0
893,2,0,15,30,7,"gas",0
893,3,0,20,25,8,"elec",0
893,4,1,0,0,0,"gas",1
894,1,0,20,30,7,"elec",0
894,2,0,15,30,6,"elec",0
894,3,0,15,30,7,"gas",0
894,4,1,0,0,0,"gas",1
895,1,0,25,25,7,"gas",0
895,2,0,20,20,7,"elec",0
895,3,0,15,20,7,"elec",0
895,4,1,0,0,0,"gas",1
896,1,0,20,25,8,"gas",0
896,2,0,15,25,8,"elec",0
896,3,0,20,25,6,"gas",0
896,4,1,0,0,0,"gas",1
897,1,0,15,25,8,"gas",0
897,2,0,25,25,8,"gas",0
897,3,0,25,30,7,"elec",0
897,4,1,0,0,0,"gas",1
898,1,0,25,25,6,"elec",0
898,2,0,15,20,6,"gas",0
898,3,0,20,25,8,"elec",0
898,4,1,0,0,0,"gas",1
899,1,0,15,25,6,"gas",0
899,2,0,25,20,8,"elec",0
899,3,0,25,20,8,"gas",0
899,4,1,0,0,0,"gas",1
900,1,0,20,25,7,"gas",0
900,2,0,15,25,7,"gas",0
900,3,0,15,30,8,"elec",0
900,4,1,0,0,0,"gas",1
901,1,0,25,25,7,"gas",0
901,2,0,15,25,7,"gas",0
901,3,0,20,25,6,"elec",0
901,4,1,0,0,0,"gas",1
902,1,0,15,20,7,"gas",0
902,2,0,25,25,8,"elec",0
902,3,0,15,20,7,"elec",0
902,4,1,0,0,0,"gas",1
903,1,0,20,20,8,"elec",0
903,2,0,15,30,6,"elec",0
903,3,0,25,25,7,"elec",0
903,4,1,0,0,0,"gas",1
904,1,0,20,20,8,"elec",0
904,2,0,25,20,8,"elec",0
904,3,0,15,30,7,"elec",0
904,4,1,0,0,0,"gas",1
905,1,0,15,30,6,"gas",0
905,2,0,20,25,8,"elec",0
905,3,0,15,25,8,"elec",0
905,4,1,0,0,0,"gas",1
906,1,0,25,30,7,"elec",0
906,2,0,20,30,6,"elec",0
906,3,0,15,20,8,"elec",0
906,4,1,0,0,0,"gas",1
907,1,0,25,25,7,"gas",0
907,2,0,25,30,6,"gas",0
907,3,0,20,25,7,"gas",0
907,4,1,0,0,0,"gas",1
908,1,0,25,30,6,"elec",0
908,2,0,25,25,8,"elec",0
908,3,0,20,20,6,"elec",0
908,4,1,0,0,0,"gas",1
909,1,0,15,20,8,"gas",0
909,2,0,25,25,7,"elec",0
909,3,0,20,30,6,"elec",0
909,4,1,0,0,0,"gas",1
910,1,0,25,30,7,"elec",0
910,2,0,20,30,6,"elec",0
910,3,0,25,25,8,"gas",0
910,4,1,0,0,0,"gas",1
911,1,0,15,30,8,"elec",0
911,2,0,25,30,8,"gas",0
911,3,0,15,30,7,"elec",0
911,4,1,0,0,0,"gas",1
912,1,0,20,30,6,"gas",0
912,2,0,15,25,8,"gas",0
912,3,0,25,20,7,"elec",0
912,4,1,0,0,0,"gas",1
913,1,0,15,20,6,"elec",0
913,2,0,25,30,6,"gas",0
913,3,0,25,20,7,"gas",0
913,4,1,0,0,0,"gas",1
914,1,0,25,20,8,"gas",0
914,2,0,25,20,6,"gas",0
914,3,0,20,30,6,"elec",0
914,4,1,0,0,0,"gas",1
915,1,0,20,20,7,"elec",0
915,2,0,25,20,8,"elec",0
915,3,0,20,20,6,"elec",0
915,4,1,0,0,0,"gas",1
916,1,0,15,25,6,"elec",0
916,2,0,20,20,6,"gas",0
916,3,0,20,20,8,"elec",0
916,4,1,0,0,0,"gas",1
917,1,0,20,25,8,"elec",0
917,2,0,25,20,8,"gas",0
917,3,0,25,25,6,"elec",0
917,4,1,0,0,0,"gas",1
918,1,0,15,25,6,"gas",0
918,2,0,25,25,8,"gas",0
918,3,0,15,30,8,"gas",0
918,4,1,0,0,0,"gas",1
919,1,0,25,25,7,"elec",0
919,2,0,25,25,6,"gas",0
919,3,0,20,25,6,"gas",0
919,4,1,0,0,0,"gas",1
920,1,0,20,30,8,"gas",0
920,2,0,25,30,6,"elec",0
920,3,0,25,25,7,"gas",0
920,4,1,0,0,0,"gas",1
921,1,0,25,30,8,"gas",0
921,2,0,15,30,6,"gas",0
921,3,0,15,20,6,"gas",0
921,4,1,0,0,0,"gas",1
922,1,0,20,30,6,"elec",0
922,2,0,25,20,7,"gas",0
922,3,0,20,30,8,"gas",0
922,4,1,0,0,0,"gas",1
923,1,0,20,25,8,"elec",0
923,2,0,15,30,6,"gas",0
923,3,0,20,30,8,"gas",0
923,4,1,0,0,0,"gas",1
924,1,0,15,20,7,"gas",0
924,2,0,20,25,7,"elec",0
924,3,0,25,20,6,"gas",0
924,4,1,0,0,0,"gas",1
925,1,0,15,20,8,"elec",0
925,2,0,20,25,7,"gas",0
925,3,0,15,30,6,"gas",0
925,4,1,0,0,0,"gas",1
926,1,0,15,20,7,"gas",0
926,2,0,25,20,7,"elec",0
926,3,0,20,25,6,"gas",0
926,4,1,0,0,0,"gas",1
927,1,0,25,30,7,"gas",0
927,2,0,15,25,8,"gas",0
927,3,0,25,20,7,"gas",0
927,4,1,0,0,0,"gas",1
928,1,0,25,20,6,"gas",0
928,2,0,20,30,8,"elec",0
928,3,0,15,30,6,"elec",0
928,4,1,0,0,0,"gas",1
929,1,0,20,30,7,"gas",0
929,2,0,20,20,8,"elec",0
929,3,0,15,20,7,"elec",0
929,4,1,0,0,0,"gas",1
930,1,0,25,25,8,"elec",0
930,2,0,20,20,6,"elec",0
930,3,0,25,20,7,"elec",0
930,4,1,0,0,0,"gas",1
931,1,0,15,25,8,"gas",0
931,2,0,20,25,6,"gas",0
931,3,0,15,25,6,"elec",0
931,4,1,0,0,0,"gas",1
932,1,0,25,25,7,"gas",0
932,2,0,25,25,6,"elec",0
932,3,0,15,20,7,"elec",0
932,4,1,0,0,0,"gas",1
933,1,0,15,20,8,"elec",0
933,2,0,20,20,6,"gas",0
933,3,0,25,20,8,"gas",0
933,4,1,0,0,0,"gas",1
934,1,0,15,30,8,"gas",0
934,2,0,15,20,6,"elec",0
934,3,0,20,25,8,"gas",0
934,4,1,0,0,0,"gas",1
935,1,0,20,25,7,"elec",0
935,2,0,25,30,8,"elec",0
935,3,0,25,25,7,"elec",0
935,4,1,0,0,0,"gas",1
936,1,0,15,20,8,"elec",0
936,2,0,20,25,7,"elec",0
936,3,0,20,25,8,"elec",0
936,4,1,0,0,0,"gas",1
937,1,0,25,30,8,"elec",0
937,2,0,20,30,7,"elec",0
937,3,0,20,20,6,"elec",0
937,4,1,0,0,0,"gas",1
938,1,0,20,25,7,"elec",0
938,2,0,25,20,7,"gas",0
938,3,0,15,30,6,"elec",0
938,4,1,0,0,0,"gas",1
939,1,0,15,25,6,"gas",0
939,2,0,20,20,6,"elec",0
939,3,0,25,20,8,"gas",0
939,4,1,0,0,0,"gas",1
940,1,0,15,30,8,"gas",0
940,2,0,15,30,8,"elec",0
940,3,0,20,20,8,"gas",0
940,4,1,0,0,0,"gas",1
941,1,0,20,25,8,"gas",0
941,2,0,25,20,6,"gas",0
941,3,0,25,25,7,"elec",0
941,4,1,0,0,0,"gas",1
942,1,0,25,20,6,"gas",0
942,2,0,20,30,6,"gas",0
942,3,0,15,20,6,"elec",0
942,4,1,0,0,0,"gas",1
943,1,0,25,20,7,"elec",0
943,2,0,25,20,6,"elec",0
943,3,0,20,30,8,"elec",0
943,4,1,0,0,0,"gas",1
944,1,0,20,20,8,"elec",0
944,2,0,15,25,7,"gas",0
944,3,0,25,25,7,"elec",0
944,4,1,0,0,0,"gas",1
945,1,0,25,20,8,"elec",0
945,2,0,25,20,7,"gas",0
945,3,0,25,25,6,"gas",0
945,4,1,0,0,0,"gas",1
946,1,0,20,25,8,"gas",0
946,2,0,15,20,8,"gas",0
946,3,0,15,20,7,"gas",0
946,4,1,0,0,0,"gas",1
947,1,0,15,30,8,"gas",0
947,2,0,25,20,8,"elec",0
947,3,0,20,30,8,"elec",0
947,4,1,0,0,0,"gas",1
948,1,0,20,20,7,"gas",0
948,2,0,20,30,8,"elec",0
948,3,0,20,20,8,"elec",0
948,4,1,0,0,0,"gas",1
949,1,0,25,30,8,"gas",0
949,2,0,15,20,7,"gas",0
949,3,0,15,30,6,"elec",0
949,4,1,0,0,0,"gas",1
950,1,0,20,20,7,"gas",0
950,2,0,15,30,6,"gas",0
950,3,0,20,30,8,"elec",0
950,4,1,0,0,0,"gas",1
951,1,0,25,25,6,"elec",0
951,2,0,25,30,8,"gas",0
951,3,0,15,20,8,"elec",0
951,4,1,0,0,0,"gas",1
952,1,0,15,20,8,"gas",0
952,2,0,15,25,8,"elec",0
952,3,0,20,20,8,"elec",0
952,4,1,0,0,0,"gas",1
953,1,0,15,30,8,"gas",0
953,2,0,20,25,6,"elec",0
953,3,0,20,20,7,"gas",0
953,4,1,0,0,0,"gas",1
954,1,0,20,25,7,"elec",0
954,2,0,25,25,7,"gas",0
954,3,0,20,25,8,"gas",0
954,4,1,0,0,0,"gas",1
955,1,0,15,20,7,"elec",0
955,2,0,15,30,6,"elec",0
955,3,0,20,20,7,"elec",0
955,4,1,0,0,0,"gas",1
956,1,0,25,20,7,"elec",0
956,2,0,15,25,8,"elec",0
956,3,0,15,20,8,"gas",0
956,4,1,0,0,0,"gas",1
957,1,0,15,25,6,"elec",0
957,2,0,20,30,6,"elec",0
957,3,0,15,30,6,"elec",0
957,4,1,0,0,0,"gas",1
958,1,0,20,25,7,"elec",0
958,2,0,25,25,7,"gas",0
958,3,0,15,20,7,"gas",0
958,4,1,0,0,0,"gas",1
959,1,0,25,30,7,"elec",0
959,2,0,20,25,7,"gas",0
959,3,0,15,25,8,"elec",0
959,4,1,0,0,0,"gas",1
960,1,0,15,20,6,"elec",0
960,2,0,20,30,8,"gas",0
960,3,0,25,25,6,"elec",0
960,4,1,0,0,0,"gas",1
961,1,0,25,30,8,"elec",0
961,2,0,15,20,6,"gas",0
961,3,0,25,30,7,"elec",0
961,4,1,0,0,0,"gas",1
962,1,0,25,25,8,"elec",0
962,2,0,15,30,6,"gas",0
962,3,0,25,25,6,"elec",0
962,4,1,0,0,0,"gas",1
963,1,0,20,20,6,"elec",0
963,2,0,25,30,6,"elec",0
963,3,0,15,25,7,"elec",0
963,4,1,0,0,0,"gas",1
964,1,0,25,30,8,"gas",0
964,2,0,20,25,6,"gas",0
964,3,0,25,30,6,"gas",0
964,4,1,0,0,0,"gas",1
965,1,0,20,30,7,"gas",0
965,2,0,20,20,6,"elec",0
965,3,0,15,25,8,"elec",0
965,4,1,0,0,0,"gas",1
966,1,0,15,20,7,"gas",0
966,2,0,20,25,8,"elec",0
966,3,0,20,20,8,"elec",0
966,4,1,0,0,0,"gas",1
967,1,0,15,30,8,"elec",0
967,2,0,20,30,8,"gas",0
967,3,0,20,30,8,"elec",0
967,4,1,0,0,0,"gas",1
968,1,0,15,25,6,"elec",0
968,2,0,20,20,7,"gas",0
968,3,0,15,25,7,"elec",0
968,4,1,0,0,0,"gas",1
969,1,0,20,30,6,"gas",0
969,2,0,15,20,8,"elec",0
969,3,0,25,30,8,"elec",0
969,4,1,0,0,0,"gas",1
970,1,0,25,30,6,"elec",0
970,2,0,20,30,7,"elec",0
970,3,0,15,20,8,"elec",0
970,4,1,0,0,0,"gas",1
971,1,0,15,25,6,"elec",0
971,2,0,25,30,6,"gas",0
971,3,0,15,30,6,"gas",0
971,4,1,0,0,0,"gas",1
972,1,0,15,25,7,"elec",0
972,2,0,25,25,8,"elec",0
972,3,0,25,25,6,"gas",0
972,4,1,0,0,0,"gas",1
973,1,0,15,20,6,"elec",0
973,2,0,25,30,6,"gas",0
973,3,0,25,25,8,"gas",0
973,4,1,0,0,0,"gas",1
974,1,0,15,20,7,"elec",0
974,2,0,15,20,6,"elec",0
974,3,0,25,30,7,"gas",0
974,4,1,0,0,0,"gas",1
975,1,0,20,30,7,"elec",0
975,2,0,25,30,6,"elec",0
975,3,0,25,20,7,"gas",0
975,4,1,0,0,0,"gas",1
976,1,0,15,20,6,"elec",0
976,2,0,20,20,8,"gas",0
976,3,0,15,20,8,"gas",0
976,4,1,0,0,0,"gas",1
977,1,0,15,25,8,"gas",0
977,2,0,20,30,6,"gas",0
977,3,0,20,20,8,"elec",0
977,4,1,0,0,0,"gas",1
978,1,0,15,20,6,"gas",0
978,2,0,20,25,8,"elec",0
978,3,0,15,20,6,"elec",0
978,4,1,0,0,0,"gas",1
979,1,0,20,30,6,"gas",0
979,2,0,20,25,6,"gas",0
979,3,0,25,20,7,"gas",0
979,4,1,0,0,0,"gas",1
980,1,0,20,30,6,"gas",0
980,2,0,20,25,7,"elec",0
980,3,0,20,30,6,"elec",0
980,4,1,0,0,0,"gas",1
981,1,0,20,30,6,"gas",0
981,2,0,15,25,6,"gas",0
981,3,0,20,20,7,"elec",0
981,4,1,0,0,0,"gas",1
982,1,0,20,25,8,"elec",0
982,2,0,20,30,7,"elec",0
982,3,0,20,30,6,"elec",0
982,4,1,0,0,0,"gas",1
983,1,0,25,25,6,"gas",0
983,2,0,20,30,7,"elec",0
983,3,0,15,30,6,"gas",0
983,4,1,0,0,0,"gas",1
984,1,0,25,25,8,"gas",0
984,2,0,20,25,7,"elec",0
984,3,0,25,25,6,"gas",0
984,4,1,0,0,0,"gas",1
985,1,0,20,25,6,"gas",0
985,2,0,20,20,8,"elec",0
985,3,0,20,20,8,"gas",0
985,4,1,0,0,0,"gas",1
986,1,0,25,20,7,"gas",0
986,2,0,25,25,6,"elec",0
986,3,0,20,20,6,"elec",0
986,4,1,0,0,0,"gas",1
987,1,0,15,25,6,"gas",0
